id	filename	md5	size	state
34d15e98-6c95-4d95-b96c-1b7c8e62d9f4	TCGA-18-3409-11A-01-TS1.9bd57bcc-6f43-40ff-b8f5-ab028bc17e65.svs	9b9e6b3ec544e663f9c195856836c8df	89462673	validated
34dbf474-a8cb-4fc7-92cb-773a0f5a8694	TCGA-44-6146-01A-01-TS1.6518ff71-9b71-41bc-ae3f-6cabb65cafaf.svs	d3984382f7d52bd9d087a9c2c0a815c5	110272389	validated
351b0b8f-63f2-4549-b9dd-d54caec5557d	TCGA-18-4721-01Z-00-DX1.C4952E79-071A-49C5-8E28-474442832D4E.svs	c5a3d272f0b21d846553e3d7954834fd	652639502	validated
358fba50-eb67-4fe0-83b9-d4307ee2ff82	TCGA-44-A47A-01A-02-TSB.48AD5AA4-46DA-4504-B3CF-6E6F3C516167.svs	d718c8a7e5afd33f986f798bceeb100c	119839903	validated
358a5aa5-7c44-4401-bbfa-1ecff154a82a	TCGA-50-5946-01Z-00-DX1.5076CACA-E3C0-4114-BA69-5B4896FF0C4B.svs	6fcc298f807be0353997c33b3e900bc6	1983738939	validated
35b59dea-86f1-498d-8978-df5b6df164af	TCGA-43-5668-01Z-00-DX1.0d024872-fbcc-4e91-948b-acc96a00d5eb.svs	db68f6c7ef66046e4c63d0726b66ce58	312340193	validated
35a6f98b-681f-439d-8ec6-cc782bbec3ea	TCGA-22-0940-01A-01-BS1.de73c3ec-bb4d-4a95-b359-2095bacdc28d.svs	8f561dbb5f8c737355a1dce9f29b813a	223063959	validated
35a18adf-34b7-4789-aa29-d019af734f79	TCGA-62-8398-01A-01-BS1.55b3186a-ceda-4e8c-8376-f78e67b6cfb2.svs	78032f5a0619ebee272ac6331a90b0bb	324182143	validated
35b0984a-1453-4a21-96f5-4de383c5fd65	TCGA-63-A5MP-01A-01-TS1.14673CE6-A47F-4557-BC6D-3E9846E2B0F5.svs	1a5f6d6938d22b68b2dd5b5bbefb881e	239936611	validated
b2d79b9a-f0d7-4f2d-9ffd-97a4293d505b	TCGA-18-3410-01A-01-TS1.45efb645-1426-47fb-90ff-eebc36fb9c3c.svs	9786193ccc8da4d2624a91c216c509d5	35065067	validated
450e17c8-1cb6-4090-8149-c4c42809e4a5	TCGA-37-4132-01Z-00-DX1.5e5a564d-6561-48e7-a3a2-81a523392d8b.svs	0b1a99869d67c8c7585fc080fc45caf7	542077195	validated
c257b3e3-01bd-4874-b8b7-f2be7a9c7d00	TCGA-MP-A4TJ-01A-05-TSE.665B2D35-EAD3-46B6-9784-37CFE51412ED.svs	d7640d07d3f30fdcbbc290cea589433c	280792973	validated
451ec693-f54c-4a32-90f5-e06d35d15243	TCGA-69-7764-01Z-00-DX1.be9fec48-68eb-4c27-a028-5315d7e368e0.svs	a86f5a5764066ca4f666788fd6759446	646364985	validated
451565b4-b715-40ef-ac1e-0ac4b477eefa	TCGA-73-4668-11A-01-BS1.296b9b76-6ebb-47fa-9f55-202600f4e37a.svs	a3fdd701dea1c14476153f46f603f936	32416249	validated
44f99933-57e3-4ebc-bb46-ed13e36a655a	TCGA-80-5611-01A-01-TS1.b7a91bf2-1222-4745-b089-f2d847cb26dd.svs	cb95e50cf0c975272bedfb4b8e1b6194	81398885	validated
c2a2b7ce-a1ba-4d5a-a057-abc72003ab36	TCGA-50-5933-01A-01-TS1.4bb2950d-ab82-4d7b-8331-eb4df986aef9.svs	b54d790384ab02954496b2c8b989b05d	256323455	validated
35d3620a-2107-4a89-8adf-9d67fdbf96af	TCGA-50-5045-01A-01-BS1.5ccfd4f0-bc0a-4327-a485-19a2e2eb3b4a.svs	767ee12a86f594c42d1bb2efaf067728	345482291	validated
35f9b8a7-7de7-4f7f-8c1d-c1e70222e762	TCGA-55-7728-01A-01-BS1.49cf64f5-d494-46af-9bef-8c0cadeaa664.svs	3b19823220e4064fdeb186b002a3eebb	408457531	validated
452079b0-75fa-4994-ba8c-642748dae0b9	TCGA-96-A4JK-01A-01-TSA.E513EF69-3CB7-4EE8-A31D-4DC9839FBBAC.svs	ffb7ac1cbbed404c04fa6374dbda14ce	216884231	validated
3614fe76-11a3-4b95-a0d6-426ec32fe90c	TCGA-75-7027-01Z-00-DX1.AC91B34F-DF67-4F95-B145-079A71A54E83.svs	91e68f6cbce7eb9c8993cb507726ccae	289801212	validated
c2aad31d-ce11-4daf-ad51-e403d624ca64	TCGA-33-A4WN-01A-01-TSA.D8479D83-A232-471D-A122-D9EF08EFE918.svs	4bece407ac85d5d88dde8c82076b9883	216101109	validated
35e34d64-5c3b-4e5e-beed-5937ace37003	TCGA-77-A5G1-01A-01-TS1.AB2A70AF-93BF-4C3F-BD99-E924E43FAF54.svs	464279f4b3adaba34edcbda0695ef285	164960785	validated
457927bf-803e-46e1-b2db-e8a0814777ce	TCGA-60-2707-01A-01-BS1.42771b34-c82b-4b85-a05f-e397087ce0c2.svs	7b567bec6f659025f9d3f7f4b6007b0d	172461459	validated
c2bba912-eeb3-4647-a662-0c7fd3ff05dd	TCGA-50-7109-01A-01-BS1.ebb95c66-7e0f-4c43-b57c-0412c9dc502f.svs	972c02f1469fe6a9b9ed7d4b26b9f38f	73990791	validated
36274e1d-ed3d-4ccf-a211-234bfc0270a3	TCGA-50-7109-11A-01-TS1.053905a5-d74c-4a61-95b0-ec6af8587038.svs	8a5b76c1c5b9b0cd10618996a7b117c3	53163299	validated
364efe7e-8a80-4f22-a0d0-fa74ecc8893b	TCGA-43-7657-11A-01-TS1.7de37250-e538-4040-881f-daa9395c7b69.svs	ac748ccc682ca5393d151c33a7c96196	305675751	validated
363c9ea9-31c9-4b1f-b30f-02851f7c7988	TCGA-05-4382-01A-01-TS1.8db4f123-fdc3-419c-a59d-fca2ca83a597.svs	9398f34406d817f29873c1f8ba0de24c	131711025	validated
c2fabae7-a96f-49b5-a226-bb162ff80812	TCGA-33-A4WN-01Z-00-DX1.438D0EF6-C329-41E5-A7D5-7F037DE34106.svs	1542cd0c228cff048f7f3dfbfc94e69b	1646150765	validated
364cb3fa-6015-4e07-a7ac-b69062254cc6	TCGA-63-7020-01A-01-BS1.12264877-f722-4332-9856-a206b6532a90.svs	a5259f257fa637da7b1e402eed27e5f0	44242401	validated
c30278a2-971f-49fc-b689-3c5b8ff7be37	TCGA-49-4514-01Z-00-DX1.9c304807-2a0c-44f7-97cc-fbd30f2c740f.svs	ea010d89717926f5ae365c7a4fa01d2d	254498505	validated
361cbfdd-aad5-41e8-aa21-6b292f5f9d6e	TCGA-69-8254-01A-01-TS1.f326ae41-40b0-4eeb-8b8d-0f8b413853b4.svs	7ba1f6e7942660b726d59dc0d89aff40	81889303	validated
c3151177-9590-4dd0-94cb-3134db76946c	TCGA-56-7222-11A-01-TS1.7eb88da3-6431-4d51-969a-6b23a2cd009d.svs	da673cf5dbfc57537313336243519003	30351885	validated
c31a831e-fcb2-4389-8527-3aeb9cb14e41	TCGA-95-7567-01A-01-TS1.16f9328c-0060-43e2-b998-e15022e75fff.svs	0b2a40cce2964e44c2b2f31022ca207a	85565935	validated
c32c25a9-3163-4da0-9463-871d8136b98d	TCGA-35-5375-01Z-00-DX1.10708170-750A-451B-BC10-0B4042540033.svs	5900fab5132db16a3767d31d191c47d2	470427363	validated
3688cb2c-c7e8-4059-a335-139b15566874	TCGA-66-2767-01Z-00-DX1.7bcc7633-3e70-46e3-8689-542c23577ed1.svs	74669419aa17c8523524e89351d1c155	351989887	validated
36b9490b-1dd2-445b-a2e0-45d5f86c85cc	TCGA-98-8022-11A-01-TS1.89b7111e-c776-4247-84d7-592022de6b45.svs	aaa49fe46a69dd29e9be439d1646cfdf	230352753	validated
c39528bc-88b5-409c-ad11-56ced2c3fcb9	TCGA-78-7155-01A-01-BS1.a0a668be-4f07-4a5d-8fb2-6e97006fa1da.svs	d31a2fabc4500359ea3a3eba5f7e2222	99859487	validated
c362b1ce-0af7-43a4-80f5-43d849262abc	TCGA-55-8621-01Z-00-DX1.7C519007-D59D-432A-BF4D-23D14A1C8BB6.svs	49a7a19e507954d7bdcd094c6115f39e	151673804	validated
45e5037d-f23c-46b5-8208-6099645d7c82	TCGA-46-3766-01A-01-TS1.58e02a46-868c-42c2-a3b5-c83bebcdabd6.svs	1d6c116a01bc1d9790f9d17344d369b2	77863093	validated
45d1a6e2-2924-43db-a979-27345e41f9bf	TCGA-63-A5MT-01A-02-TS2.FC48A727-477B-4880-95F5-355437E7F3D5.svs	52fdb84f01ce7b287c5565c8080013d5	357031865	validated
c3adb125-a4ab-4b9b-a0c4-f6bc96c58f4a	TCGA-99-7458-01A-01-BS1.d96cc75b-eccd-403b-8c5e-7eaa1bf6326a.svs	48ce989920a75e998855cb41e18b153c	180875179	validated
c4113122-d2ff-48ba-9765-f91f864d4c93	TCGA-56-5897-01Z-00-DX1.776271b1-77a9-4653-8ed3-13294c9fc056.svs	2909ed348093c6350bec446de068a179	129251509	validated
36ccfaad-1c2e-4d58-9232-02a40d7cb474	TCGA-75-6212-01A-01-TS1.90cbf8ac-2c1a-4756-ad92-85306747cedc.svs	18430a7ec22ce6320c850f45bd5db74d	147653845	validated
36c032fc-a9b0-45fb-afaf-4356970a67ca	TCGA-44-6147-01A-03-TS3.3E53A461-CB2B-40A0-9710-E342C30C37F3.svs	8cb6ebfe52885f9870639ec82ca6709d	326438786	validated
46079ff2-8d91-48bf-8ba9-c3768dc5eb9d	TCGA-38-4631-11A-01-TS1.9336ec85-fb23-4df2-8a36-086537d8f1ea.svs	88a44329330b2b18cf0973b6cb810c94	66079641	validated
46283895-9991-47a1-98c0-78ba241bed46	TCGA-44-7667-11A-01-TS1.4d2b08b2-07b1-478a-9944-934679cf74bb.svs	06997f374e0e96e838dc1e2e712ada05	756428177	validated
